Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
BCOM,B Communications Ltd,Technology,Diversified Communication Services,Israel,595.5,,,,0.23,2.37,,,19.53%,,-1.24,,,,,,167.50%,-4.30%,29.97,9.56,11.22%,,0.50%,,0.02%,0.75,,,,,,,,,,,5.97%,4.58%,9.78%,29.62%,64.76%,13.54%,,0.47,1.26%,1.32%,9.13%,11.40%,22.34%,3.39%,29.55%,-5.09%,81.63%,67.92,8.41%,-1.61%,,2.56,0.63,21.19,6.67%,954,
BCOR,"Blucora, Inc.",Technology,Internet Information Providers,USA,643.53,26.08,7.94,1.49,1.03,1.17,1.91,7.53,,0.00%,0.6,3.70%,3.14%,25.90%,17.50%,29.60%,9.40%,30.80%,41.12,40.76,1.50%,6.75%,98.90%,-2.92%,15.07%,12.07,2.90%,5.20%,6.00%,4.3,4,0.44,0.46,42.30%,13.10%,4.30%,-1.45%,-9.49%,-16.44%,-21.91%,-22.79%,-46.33%,0.8,0.36,1.76%,2.17%,-0.66%,-7.08%,-25.71%,-18.19%,3.34%,-47.58%,3.34%,42.88,0.45%,0.45%,1.8,508.93,0.6,15.79,0.89%,179222,8/7/2014 16:30
BCOV,"Brightcove, Inc.",Technology,Application Software,USA,194.93,,,,1.62,2.27,9.37,,,,-0.38,36.80%,45.80%,8.50%,15.00%,35.00%,-8.30%,15.20%,32.22,30.69,3.20%,11.46%,71.00%,5.24%,6.92%,4.58,-10.00%,-15.80%,-16.10%,1.2,1.2,0,0.02,66.00%,-6.30%,-9.60%,-0.98%,0.00%,-32.48%,-42.82%,-37.76%,-57.21%,,0.22,3.43%,3.32%,-2.14%,-23.08%,-39.98%,-45.11%,1.69%,-63.08%,1.69%,33.07,-1.32%,0.50%,2.7,464.36,0.49,6,-0.83%,134003,7/24/2014 16:30
BCPC,Balchem Corp.,Basic Materials,Chemicals - Major Diversified,USA,1629,40.36,19.58,1.68,4.2,4.53,27.29,36.28,0.49%,19.00%,1.32,9.80%,47.03%,16.70%,24.00%,7.80%,-18.40%,58.70%,30.58,30.06,0.70%,12.04%,78.10%,1.76%,2.24%,6.03,8.20%,12.10%,13.50%,2.4,1.7,0.88,0.98,26.80%,15.50%,10.60%,-0.11%,4.59%,-0.45%,1.16%,12.08%,-9.25%,0.96,1.4,2.27%,2.86%,1.86%,3.22%,-2.35%,-3.98%,10.00%,-18.93%,15.52%,55.68,0.84%,0.11%,1.5,111.67,0.91,53.78,0.96%,59914,8/8/2014 9:30
BCR,CR Bard Inc.,Healthcare,Medical Instruments & Supplies,USA,11152.71,15.29,16.24,1.09,3.51,6.69,11.2,11.15,0.59%,8.40%,9.77,36.20%,10.67%,15.70%,13.97%,4.50%,-80.70%,-44.90%,74.64,74.34,0.40%,-15.91%,92.90%,-3.18%,3.80%,4.28,16.20%,42.30%,15.00%,2.6,2.1,0.84,0.95,61.20%,47.30%,24.40%,-0.15%,-1.39%,1.54%,3.99%,31.15%,12.07%,0.7,1.91,0.85%,1.09%,0.51%,1.66%,6.17%,-2.70%,7.12%,-2.70%,32.98%,54.27,0.02%,0.37%,2.9,661.18,0.58,150,0.39%,226440,7/24/2014 16:30
BCRH,Blue Capital Reinsurance Holdings Ltd.,Financial,Property & Casualty Insurance,Bermuda,157.85,23.74,8.59,,7.34,0.9,6.26,,6.65%,78.90%,0.76,658.10%,21.25%,0.00%,,,,,8.75,5.82,33.50%,17.29%,32.50%,-8.58%,0.83%,0.87,4.60%,5.00%,,,,0,0,,31.20%,30.70%,-0.61%,-2.38%,3.14%,9.20%,,1.35%,,0.42,2.04%,1.87%,-3.17%,-5.50%,0.49%,-11.17%,1.48%,-12.52%,11.72%,38.79,-1.22%,-0.06%,2.6,55.53,0.83,17.81,-1.27%,27320,7/25/2014 16:30
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,928.57,,,,51.88,9.11,7.03,,,,-0.63,30.40%,50.60%,3.30%,7.20%,-21.10%,0.00%,87.50%,71.76,67.33,1.70%,3.39%,77.70%,21.00%,13.06%,6.9,-53.00%,-175.80%,-106.20%,3.1,3.1,0,0.33,,,,-5.55%,-2.12%,27.74%,0.86%,99.69%,70.26%,1.95,0.7,4.65%,5.49%,-4.20%,1.26%,25.99%,-12.59%,21.25%,-12.59%,180.88%,47.45,-1.54%,0.31%,2.2,1274.9,0.38,12.78,-1.24%,283831,8/5/2014 8:30
BCS,Barclays PLC,Financial,Foreign Money Center Banks,United Kingdom,61616.27,34.36,8.33,2.26,2.45,0.64,,,1.72%,62.90%,0.44,171.90%,13.79%,-40.40%,15.20%,-8.10%,120.00%,-9.00%,4075.15,4070.81,,,2.70%,-4.58%,0.12%,1.65,0.10%,3.20%,4.20%,,,1.78,1.78,,36.40%,11.70%,0.53%,-0.13%,-6.44%,-10.21%,-4.97%,-14.77%,1.83,0.22,0.84%,1.07%,2.63%,2.88%,-6.31%,-4.52%,9.42%,-20.71%,9.42%,59.71,1.06%,-0.53%,2,2936.48,0.68,15.2,0.53%,1183276,2/15/2011
BCV,Bancroft Fund Ltd.,Financial,Closed-End Fund - Debt,USA,109.47,6.49,,,45.61,0.88,32.2,57.62,2.34%,10.90%,3.16,186.30%,,19.40%,,-13.60%,45.30%,-29.40%,5.34,5.29,,,31.90%,1.37%,0.10%,0.65,24.00%,24.40%,1.20%,,,0,0,62.50%,45.80%,,0.49%,3.17%,3.17%,3.74%,19.46%,11.53%,0.68,0.17,0.73%,0.87%,2.08%,2.12%,6.15%,0.39%,5.05%,0.39%,20.48%,68.36,0.44%,-0.05%,,8.28,4.76,20.58,0.39%,23304,3/4/2011
BDBD,"Boulder Brands, Inc.",Consumer Goods,Processed & Packaged Goods,USA,847.9,139,24.01,5.79,1.7,2.31,68.93,119.42,,0.00%,0.1,142.90%,46.21%,28.80%,24.00%,15.80%,-20.00%,18.60%,61,58.07,0.30%,75.96%,98.90%,2.37%,16.62%,20.96,0.90%,1.90%,5.50%,1.8,1.1,0.79,0.8,38.80%,8.80%,1.40%,0.07%,21.61%,-1.07%,-10.50%,-14.46%,-12.36%,1.11,0.45,3.01%,3.55%,5.18%,6.30%,-5.40%,-6.31%,26.02%,-24.84%,26.02%,61.91,-2.08%,1.94%,2,460.59,0.5,13.88,-0.18%,137079,8/7/2014 8:30
BDC,Belden Inc.,Industrial Goods,Industrial Electrical Equipment,USA,3167.76,41.63,14.39,4.63,1.49,3.83,7.12,22.31,0.27%,11.40%,1.76,148.90%,20.96%,18.40%,9.00%,0.80%,-100.00%,13.50%,43.24,42.52,1.30%,12.17%,,-0.18%,4.45%,5.28,2.70%,9.20%,8.10%,2.5,2,1.87,1.87,34.80%,10.20%,3.60%,-0.62%,7.37%,-0.37%,-0.57%,28.10%,4.14%,1.8,1.27,1.39%,1.57%,2.29%,-1.04%,2.36%,-7.74%,9.06%,-7.74%,28.57%,52.67,-0.53%,0.40%,2,358.46,0.27,73.16,-0.14%,56260,7/30/2014 8:30
BDCL,UBS ETRACS 2xLvg Lng WF Busn Dev Co ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,16.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98%,3.99%,9.60%,1.09%,18.60%,0.68%,,0.37,1.22%,1.22%,1.91%,0.72%,2.96%,-4.62%,7.15%,-5.32%,18.25%,57.24,-0.36%,0.56%,,131.45,0.54,26.89,0.20%,42240,
BDCS,UBS ETRACS Wells Fargo Busn Dev Co ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,7.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31%,1.50%,4.78%,0.47%,8.79%,0.39%,,0.18,0.64%,0.64%,0.87%,0.29%,1.58%,-2.78%,3.23%,-9.25%,9.04%,56.59,-0.10%,0.23%,,24,1.32,25.66,0.13%,18680,
BDD,PowerShares DB Base Metals Dble Long ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.72%,-2.97%,18.52%,11.72%,12.27%,8.93%,,0.16,0.80%,0.72%,4.08%,5.49%,15.23%,-0.60%,21.22%,-0.60%,33.19%,59.01,0.46%,2.73%,,4.72,2.39,9.44,3.20%,6667,
BDE,"Black Diamond, Inc.",Consumer Goods,Sporting Goods,USA,272.77,,,,1.32,1.11,61.99,,,,-0.13,-400.00%,94.40%,-5.20%,15.00%,,60.00%,6.90%,32.55,29.67,0.90%,,83.30%,-1.15%,10.02%,19.91,-1.30%,-1.70%,-0.90%,4.2,2.2,0.18,0.18,38.30%,-1.90%,-2.00%,-2.67%,-5.52%,-21.17%,-28.13%,-22.98%,-37.13%,0.87,0.39,3.64%,4.07%,1.22%,-11.92%,-24.37%,-29.66%,13.20%,-43.96%,13.20%,44.44,1.07%,0.24%,2.1,149.21,0.33,8.49,1.31%,29306,8/11/2014 16:30
BDG,PowerShares DB Base Metals Long ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41%,3.52%,11.61%,6.49%,33.02%,30.38%,,0.36,1.64%,0.97%,0.48%,2.78%,12.47%,-3.40%,8.55%,-3.40%,33.43%,51.37,0.07%,-2.54%,,1.44,1.09,19.21,-2.47%,932,
BDGE,"Bridge Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,290.3,23.31,12.99,,4.35,1.64,3.93,,3.69%,86.00%,1.07,-8.10%,41.70%,-0.90%,,8.10%,2.80%,32.60%,11.64,10.5,1.90%,5.23%,40.80%,3.22%,2.07%,11.07,0.60%,7.20%,24.00%,,,0.09,0.09,,37.30%,16.60%,0.32%,6.13%,5.99%,-5.60%,20.60%,-1.34%,0.71,0.37,1.25%,1.37%,1.98%,4.28%,2.66%,-1.53%,9.77%,-8.97%,25.16%,63.15,0.56%,-0.08%,1.5,19.65,0.23,25.06,0.48%,2721,10/21/2013
BDJ,Blackrock Enhanced Dividend Achievers Trust,Financial,Closed-End Fund - Equity,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,0.36%,3.84%,1.94%,9.39%,19.69%,9.39%,,0.07,0.62%,0.74%,1.76%,1.16%,6.66%,-0.85%,6.57%,-0.85%,20.48%,59.91,-0.14%,0.24%,,416.85,0.8,8.4,0.10%,197592,
BDL,Flanigan's Enterprises Inc.,Services,Specialty Eateries,USA,30.02,11.87,,,0.34,1.3,4.06,,,0.00%,1.36,39.50%,,13.60%,,5.20%,31.40%,8.60%,1.86,0.56,69.51%,,7.40%,-0.72%,0.57%,1.2,5.00%,12.00%,10.80%,1.3,1,0.5,0.59,60.60%,6.90%,3.00%,3.07%,12.63%,13.26%,1.13%,64.02%,21.81%,0.59,0.44,2.42%,2.64%,6.81%,12.04%,15.84%,-1.90%,26.03%,-1.90%,70.21%,68.68,0.00%,2.29%,,2.63,0.06,16.51,2.29%,100,12/27/2013
BDMS,Birner Dental Management Services Inc.,Services,Business Services,USA,30.04,,,,0.46,5.26,100.13,,5.45%,,-0.18,-88.60%,,-45.10%,,1.80%,-76.90%,1.20%,1.86,0.66,10.70%,3.11%,9.70%,-13.43%,0.02%,0.09,0.40%,1.60%,0.00%,0.8,0.8,1.6,1.6,16.10%,-0.90%,0.20%,-0.62%,-4.72%,-6.54%,-8.03%,-5.72%,-5.11%,0.74,0.44,2.20%,2.02%,-2.41%,-5.35%,-6.31%,-9.88%,4.19%,-26.10%,4.19%,42.99,0.00%,0.00%,,1.65,0.51,16.15,0.00%,0,11/14/2013 8:30
BDN,Brandywine Realty Trust,Financial,REIT - Diversified,USA,2871.99,107,94.41,25.48,4.92,1.36,12.23,,3.74%,400.00%,0.15,155.60%,553.85%,30.70%,4.20%,-0.70%,-100.00%,7.00%,178.94,176.9,1.30%,9.72%,86.30%,-2.72%,3.90%,4.61,0.50%,1.30%,2.50%,,,1.4,1.4,60.40%,20.80%,4.20%,1.13%,3.48%,5.18%,9.41%,32.86%,17.50%,1.33,0.21,0.93%,1.33%,1.88%,2.30%,10.39%,-1.84%,6.69%,-1.84%,34.57%,62.65,0.12%,-0.25%,2.7,1494.28,1.05,16.03,-0.12%,925163,7/23/2014 16:30
BDR,Blonder Tongue Laboratories Inc.,Technology,Communication Equipment,USA,10.84,,,,0.38,0.76,,,,,-0.4,45.80%,,-34.99%,,-4.60%,154.50%,23.90%,6.23,3.77,18.90%,1.12%,4.90%,22.47%,0.03%,0.01,-11.50%,-17.90%,-12.30%,1.6,0.6,0.01,0.41,33.80%,-7.70%,-9.20%,5.45%,93.33%,83.16%,81.25%,93.33%,74.00%,0.45,0.14,7.24%,10.09%,27.86%,59.82%,81.06%,-5.29%,138.67%,-5.29%,138.67%,76.27,4.68%,-1.72%,,87.82,0.62,1.79,2.87%,32314,3/31/2014
BDSI,"BioDelivery Sciences International, Inc.",Healthcare,Biotechnology,USA,792.25,,159.11,,19.09,12.65,10.11,,,,-1.06,55.60%,129.90%,-10.90%,,107.00%,60.00%,396.40%,49.3,47.18,8.50%,-3.14%,73.00%,-3.85%,9.58%,3.97,-57.70%,-124.70%,-308.20%,3.2,3.2,0.13,0.25,94.20%,-72.80%,,9.62%,28.35%,69.34%,67.40%,206.10%,172.84%,2.41,0.7,4.84%,4.90%,7.13%,13.89%,63.38%,-10.05%,29.76%,-10.05%,263.70%,57.48,-5.79%,-0.06%,1.4,1138.06,1.82,15.13,-5.85%,1226494,8/6/2014
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,USA,22458.71,23.75,17.16,2.66,2.69,4.2,8.51,25.41,1.86%,42.30%,4.93,-12.10%,9.24%,1.80%,8.94%,3.10%,12.20%,5.10%,191.84,191.17,0.10%,1.05%,86.10%,-1.02%,3.48%,10.53,8.00%,18.70%,11.30%,2.9,2.1,0.7,0.74,51.40%,15.30%,11.70%,-0.56%,0.16%,-1.36%,1.61%,22.66%,6.94%,0.87,1.17,0.73%,0.96%,0.01%,-0.79%,2.96%,-2.77%,2.38%,-2.97%,22.88%,46.92,-0.36%,0.37%,2.6,632.53,0.52,117.08,0.01%,195221,7/31/2014 8:30
BEAT,"BioTelemetry, Inc.",Healthcare,Specialized Health Services,USA,187.6,,57.64,,1.3,2.99,13.9,,,,-0.42,40.80%,115.79%,-24.60%,,1.50%,11.80%,-33.80%,26.46,25.41,6.20%,5.13%,74.60%,5.01%,6.93%,5.05,-11.00%,-17.10%,-10.50%,1.2,1.1,0.28,0.3,58.90%,0.70%,-7.70%,-2.34%,-1.80%,1.72%,-39.45%,-15.29%,-10.71%,1.31,0.32,4.53%,3.85%,4.24%,3.02%,-12.38%,-13.34%,11.96%,-39.82%,12.31%,56.09,1.69%,0.00%,1.7,348.88,0.42,7.21,1.69%,87459,7/31/2014 16:00
BEAV,B/E Aerospace Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,8815.72,21.75,15.87,1.1,2.27,3.04,40.72,81.93,,0.00%,3.85,55.10%,18.38%,39.90%,19.70%,10.50%,16.90%,28.10%,105.3,104.71,0.10%,3.95%,92.20%,-0.43%,4.07%,2.89,6.70%,15.00%,10.70%,2.9,0.9,0.92,0.92,37.70%,17.30%,10.30%,-0.20%,-1.99%,-13.74%,-2.18%,20.25%,-3.80%,1.48,1.36,1.39%,1.60%,0.20%,-4.98%,-4.09%,-13.20%,3.11%,-16.95%,20.95%,44.12,0.34%,-0.02%,2,1475.58,0.68,83.99,0.32%,593766,7/23/2014 8:30
BEBE,"Bebe Stores, Inc.",Services,Apparel Stores,USA,235.88,,,,0.52,1.07,1.85,,3.37%,,-0.75,-778.60%,58.70%,-27.60%,23.00%,-6.80%,50.00%,-17.20%,79.42,31.47,59.52%,-0.30%,38.70%,0.77%,18.39%,10.97,-21.30%,-28.30%,-30.10%,4.3,3.5,0,0,32.00%,-11.60%,-15.10%,0.00%,4.95%,-12.65%,-55.67%,-45.60%,-43.64%,1.12,0.17,8.70%,5.59%,3.76%,2.16%,-35.86%,-10.83%,15.13%,-57.01%,15.13%,52.72,0.84%,0.34%,2.5,527.48,0.85,3.01,1.18%,265477,9/4/2014 16:30
BECN,"Beacon Roofing Supply, Inc.",Industrial Goods,General Building Materials,USA,1380.81,24.54,16.17,1.64,0.6,1.74,52.3,,,0.00%,1.14,-7.00%,37.63%,10.30%,15.00%,4.70%,-1.80%,5.80%,49.35,49.09,0.98%,-18.18%,,-0.26%,10.34%,10.87,4.10%,7.40%,7.90%,2,1.1,0.27,0.4,22.90%,4.50%,2.50%,-2.58%,0.72%,-18.95%,-28.77%,-23.45%,-30.54%,1.25,0.49,1.56%,1.88%,-1.57%,-4.58%,-20.16%,-18.10%,2.37%,-32.09%,2.37%,37.02,0.36%,0.07%,2.3,466.97,0.61,28.1,0.43%,167320,8/8/2014 8:30
BEE,"Strategic Hotels & Resorts, Inc.",Financial,REIT - Hotel/Motel,USA,2980.93,19.44,57.38,3.24,3.22,2.29,12.14,,,0.00%,0.62,80.00%,-84.21%,54.80%,6.00%,1.40%,844.70%,21.60%,247.38,237.98,0.30%,11.08%,77.20%,34.07%,2.55%,2.93,11.60%,45.30%,5.20%,,,1.48,1.48,34.50%,11.20%,33.00%,1.09%,4.42%,8.46%,15.53%,45.88%,27.51%,2.51,0.2,1.20%,1.72%,1.42%,1.42%,14.84%,-3.32%,5.92%,-3.32%,47.04%,55.69,-0.59%,-0.08%,2.3,2075.03,0.42,11.97,-0.67%,515538,8/4/2014 16:30
BEL,Belmond Ltd.,Services,Lodging,Bermuda,1575.59,,59.27,,2.65,1.6,11.72,,,,0,-127.30%,251.61%,-30.50%,12.40%,3.70%,57.80%,-0.30%,121.95,96.39,13.88%,,71.40%,-18.22%,3.00%,7.53,-2.80%,-5.90%,0.00%,1.8,1.5,0.76,0.77,54.60%,8.60%,-8.80%,-0.08%,7.13%,-4.44%,-11.51%,5.38%,-14.49%,2.41,0.31,2.12%,2.46%,3.60%,-2.85%,-7.32%,-14.00%,10.54%,-18.97%,10.54%,51.19,-0.15%,0.00%,2.4,383.96,0.46,12.9,-0.15%,104058,
BELFA,Bel Fuse Inc.,Technology,Scientific & Technical Instruments,USA,280.84,16.28,,,0.75,1.16,3.2,17.77,1.02%,14.00%,1.45,595.00%,,25.30%,,6.20%,80.00%,5.70%,11.9,9.62,26.83%,,48.20%,-3.86%,0.02%,1.69,5.60%,8.60%,6.50%,2.7,1.8,0.59,0.62,18.50%,6.40%,5.20%,4.06%,7.62%,-3.56%,24.93%,37.93%,22.47%,1.38,0.54,2.68%,0.76%,4.94%,3.43%,12.39%,-8.03%,11.48%,-13.11%,40.02%,58.98,0.00%,0.00%,,1.28,0.3,23.6,0.00%,0,
BELFB,Bel Fuse Inc.,Technology,Diversified Electronics,USA,294.86,14.95,10.09,,0.79,1.22,,,1.13%,,1.66,13.00%,49.10%,9.31%,,,81.50%,5.80%,11.88,10.74,10.00%,,67.60%,-3.94%,1.49%,4.64,,,,,,,,,,,5.57%,6.71%,1.64%,31.53%,42.48%,17.57%,,0.76,3.08%,3.14%,8.37%,6.96%,14.49%,-4.05%,14.21%,-7.69%,50.88%,66.68,1.44%,0.52%,1.5,34.52,0.53,25.31,1.97%,10896,2/10/2011 7:30
BEN,Franklin Resources Inc.,Financial,Asset Management,USA,35322.63,15.82,13.87,0.96,4.25,3.12,4.59,22.31,0.85%,14.90%,3.57,13.10%,9.17%,8.80%,16.55%,5.80%,7.00%,2.20%,625.29,393.27,35.66%,-0.01%,50.50%,-2.05%,1.28%,3.36,14.00%,21.00%,16.70%,,,0.19,0.19,,37.50%,26.90%,-0.23%,4.67%,1.62%,6.20%,22.19%,-1.72%,1.58,0.82,1.08%,1.37%,2.78%,1.13%,4.12%,-2.28%,8.17%,-2.84%,24.97%,60.27,0.74%,0.07%,2.5,1502.38,0.59,56.95,0.81%,525269,7/30/2014 8:30
BEP,Brookfield Renewable Energy Partners LP,Utilities,Diversified Utilities,Bermuda,7951.32,100.45,11.03,,4.54,2.68,,,5.32%,,0.29,375.00%,6.90%,0.00%,,,-4.50%,-2.10%,272.96,103.26,,,,,0.16%,5.23,,,,,,,,,,,-0.10%,2.53%,4.04%,4.41%,23.38%,15.37%,,0.35,1.29%,1.15%,0.97%,1.53%,6.81%,-2.07%,5.38%,-2.07%,24.40%,55.12,-0.44%,1.27%,2,30.7,1.07,29.37,0.82%,19424,
BERY,"Berry Plastics Group, Inc.",Consumer Goods,Packaging & Containers,USA,2845.4,49.41,15.54,3.23,0.59,,63.23,9.33,,0.00%,0.49,28.80%,16.18%,19.00%,15.30%,5.80%,-63.60%,6.30%,117.53,115.2,0.20%,-99.06%,28.10%,7.83%,2.06%,2.34,1.10%,-35.30%,7.80%,1.8,1,,,15.90%,7.20%,1.20%,0.29%,-1.86%,1.51%,-2.18%,5.63%,1.77%,,0.44,1.10%,1.65%,0.57%,-2.56%,3.24%,-7.41%,2.91%,-8.00%,34.77%,47.87,-1.30%,2.02%,1.7,1013.95,1.03,24.38,0.70%,614602,8/1/2014 8:30
BF-B,Brown-Forman Corporation,Consumer Goods,Beverages - Wineries & Distillers,USA,19586.27,29.66,24.78,3.11,6.51,9.57,42.58,67.08,1.52%,36.20%,3.1,11.30%,10.40%,9.90%,9.55%,3.80%,6.10%,2.80%,213.01,165.2,1.00%,2.21%,52.20%,-1.03%,1.25%,5.58,16.50%,34.10%,22.50%,3.5,2.1,0.49,0.49,69.70%,32.70%,22.10%,-0.31%,4.04%,-1.29%,5.88%,39.32%,22.49%,0.65,1.3,1.40%,1.35%,0.13%,0.00%,7.53%,-3.53%,6.71%,-5.01%,40.10%,50.71,0.40%,-0.04%,2.5,370.98,0.57,92.28,0.36%,125703,3/8/2011 8:00
BFAM,"Bright Horizons Family Solutions, Inc.",Services,Personal Services,USA,2663.25,36.34,23.43,1.98,2.04,2.79,23.72,25.39,,0.00%,1.11,101.90%,18.60%,22.01%,18.32%,,-13.50%,12.00%,66.02,65.08,0.90%,-98.52%,18.40%,13.78%,1.63%,6.11,3.60%,8.50%,3.20%,0.9,0.9,0.79,0.8,22.90%,10.50%,5.80%,-3.72%,-3.21%,1.51%,2.75%,11.28%,9.80%,,0.85,1.78%,1.96%,-2.22%,-3.44%,3.25%,-8.08%,2.34%,-8.08%,23.83%,40.59,0.27%,0.35%,2.1,173.35,1.4,40.59,0.62%,143417,8/7/2014 16:30
BFIN,BankFinancial Corp.,Financial,Savings & Loans,USA,228.3,45.08,25.16,,4.66,1.22,1.63,19.85,0.74%,16.70%,0.24,111.80%,-78.71%,16.70%,,-8.70%,1747.40%,1.60%,21.1,18.37,0.10%,23.39%,62.40%,3.21%,2.15%,8.21,0.30%,2.70%,26.40%,,,0,0,,10.20%,9.80%,1.22%,7.23%,11.20%,7.98%,31.31%,18.51%,0.96,0.24,2.04%,2.13%,4.85%,3.93%,10.65%,-6.31%,9.79%,-6.31%,34.87%,62.67,0.92%,0.55%,3,48.15,0.12,10.98,1.48%,3310,5/2/2014
BFK,BlackRock Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.00%,2.89%,3.66%,7.69%,20.09%,14.25%,,0.09,0.46%,0.63%,1.47%,2.61%,7.61%,-0.21%,5.12%,-0.21%,22.36%,66.1,0.43%,0.14%,,79.76,1.71,13.95,0.58%,80791,
BFO,BlackRock Florida Municipal 2020 Term Trust,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,0.13%,-0.13%,-0.40%,0.73%,4.07%,2.51%,,0.09,0.55%,0.57%,0.00%,-0.61%,0.91%,-3.01%,1.00%,-3.54%,5.83%,48.82,0.00%,0.26%,,12.8,0.69,15.14,0.26%,5253,
BFOR,Barron's 400 ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10%,3.61%,3.75%,2.37%,21.64%,5.59%,,0.3,0.96%,0.82%,1.87%,1.79%,5.20%,-0.85%,5.61%,-0.85%,22.06%,62.57,0.25%,0.10%,,24.42,1.15,31.65,0.35%,16552,
BFR,BBVA Banco Frances S.A.,Financial,Foreign Regional Banks,Argentina,3210.78,5.76,6.63,1.37,2.63,2.02,2.13,7.28,0.17%,0.00%,2.02,31.70%,-7.63%,17.20%,4.20%,29.30%,300.00%,119.70%,275.84,42.89,,,4.10%,15.03%,0.57%,0.53,5.50%,43.90%,40.90%,,,0,0,,51.30%,30.10%,14.79%,-9.91%,16.40%,58.37%,136.11%,67.24%,1.78,0.81,6.07%,6.16%,4.96%,-4.53%,26.85%,-22.51%,17.54%,-22.51%,138.25%,52.85,-0.80%,-0.34%,2.7,465,0.68,11.51,-1.14%,185809,5/11/2009
BFS,Saul Centers Inc.,Financial,REIT - Retail,USA,1042.91,31.53,16.77,7.88,5.08,9.59,47.84,58.92,3.19%,95.60%,1.59,-18.60%,2.70%,-17.30%,4.00%,4.30%,264.70%,7.20%,20.8,11.3,0.50%,0.97%,43.80%,2.89%,1.58%,6.58,2.70%,33.10%,3.80%,,,7.57,7.57,75.90%,47.70%,16.00%,0.78%,3.64%,5.27%,5.87%,18.87%,7.64%,0.57,0.83,1.35%,1.66%,1.00%,2.03%,6.26%,-2.32%,6.24%,-2.32%,21.05%,57.01,-0.62%,0.46%,2.3,27.15,0.14,50.06,-0.16%,2222,3/3/2014
BFY,BlackRock New York Municipal Income Trust II,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,0.79%,2.71%,1.16%,5.90%,20.38%,15.32%,,0.11,0.73%,0.78%,0.93%,1.34%,5.95%,-0.57%,3.32%,-1.11%,22.35%,60.04,-0.36%,0.29%,,8.38,0.56,13.99,-0.07%,2771,
BFZ,BlackRock California Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,0.48%,2.58%,0.27%,4.04%,16.22%,11.97%,,0.07,0.37%,0.49%,0.56%,1.01%,4.01%,-0.47%,2.80%,-1.54%,17.88%,58.34,0.14%,-0.27%,,58.87,0.38,14.67,-0.14%,13084,
BG,Bunge Limited,Consumer Goods,Farm Products,USA,12513.84,194.93,12.07,24.37,0.2,1.33,3.26,14.76,1.59%,89.60%,0.44,-64.10%,18.88%,-34.00%,8.00%,3.10%,124.30%,8.40%,145.9,144.37,0.50%,5.19%,82.00%,1.63%,2.76%,4.52,0.70%,2.10%,1.60%,1.6,1,0.45,0.92,4.40%,1.80%,0.30%,1.89%,7.31%,14.27%,10.32%,14.16%,5.72%,0.89,1.13,0.94%,1.21%,3.91%,9.78%,9.92%,-0.28%,17.54%,-0.28%,18.79%,76.52,0.27%,-0.21%,2.5,881.03,0.97,85.82,0.06%,504623,7/31/2014 8:30
